C.D.S.  -  SIMBAD4 rel 1.207  -  2013.07.31CEST05:25:05

children of 'M  45'
-------------------

Number of objects : 3279

 #  	dist(asec)	prob. 	     link ref      	     link      	Mag B 	Mag V 	Mag I 
    	          	member	                   	    comment    	      	      	      
951 	  28692.07	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
952 	  18446.50	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
953 	   2723.93	   100	2007ApJS..172..663S	B              	     ~	18.15 	15.29 
954 	   4133.58	     0	2010MNRAS.408..475H	B              	15.27 	     ~	     ~
955 	   5789.66	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
956 	  16240.72	     0	2010MNRAS.408..475H	B              	12.27 	11.45 	     ~
957 	  14063.20	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
958 	   3709.80	   100	2007ApJS..172..663S	B              	18.68 	16.91 	13.98 
959 	   6439.30	   100	2007ApJS..172..663S	B              	     ~	18.10 	15.10 
960 	   3049.67	   100	2007ApJS..172..663S	B              	     ~	18.00 	14.90 
961 	   3022.02	   100	2007ApJS..172..663S	B              	11.76 	11.03 	10.32 
962 	  15182.75	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
963 	   1043.43	   100	2007ApJS..172..663S	B              	17.13 	15.78 	13.31 
964 	   1071.49	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
965 	  18853.33	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
966 	   8257.06	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
967 	   9203.43	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
968 	  16593.31	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
969 	  28258.48	     0	2010MNRAS.408..475H	B              	14.300	13.25 	     ~
970 	  14066.76	   100	2007ApJS..172..663S	B              	     ~	     ~	16.68 
971 	   3206.69	   100	2007ApJS..172..663S	B              	14.71 	13.52 	12.09 
972 	   7145.95	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
973 	  13240.16	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
974 	   3291.09	   100	2007ApJS..172..663S	B              	     ~	17.92 	14.85 
975 	  22278.07	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
976 	  17968.77	   100	2007ApJS..172..663S	B              	     ~	     ~	14.58 
977 	  16658.63	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
978 	  40130.87	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
979 	   4748.05	   100	2007ApJS..172..663S	B              	     ~	17.60 	15.10 
980 	   4285.85	   100	2007ApJS..172..663S	B              	     ~	     ~	17.08 
981 	   7065.15	   100	2007ApJS..172..663S	B              	     ~	19.60 	15.80 
982 	  22532.05	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
983 	    230.70	   100	2007ApJS..172..663S	B              	 9.15 	 8.72 	 8.09 
984 	  22848.89	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
985 	  33455.64	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
986 	  35519.92	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
987 	   6735.82	   100	2007ApJS..172..663S	B              	18.08 	15.80 	13.96 
988 	  21271.73	     0	2010MNRAS.408..475H	B              	11.82 	10.96 	     ~
989 	  21484.95	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
990 	  29487.97	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
991 	   1562.63	   100	2007ApJS..172..663S	B              	17.72 	16.13 	13.78 
992 	  22440.83	     0	2010MNRAS.408..475H	B              	11.54 	11.02 	     ~
993 	  10074.25	   100	2007ApJS..172..663S	B              	     ~	     ~	14.50 
994 	  34563.19	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
995 	   4128.81	   100	2007ApJS..172..663S	B              	13.67 	12.69 	11.54 
996 	  10846.46	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
997 	  32387.14	     0	2010MNRAS.408..475H	B              	12.89 	11.96 	     ~
998 	   7767.30	   100	2007ApJS..172..663S	B              	     ~	     ~	10.98 
999 	  12999.68	   100	2007ApJS..172..663S	B              	     ~	     ~	17.43 
1000	   5600.89	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1001	  22564.85	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1002	  16097.66	     0	2010MNRAS.408..475H	B              	11.64 	11.26 	     ~
1003	   4140.44	   100	2007ApJS..172..663S	B              	10.61 	10.07 	 9.38 
1004	   7643.60	     0	2010MNRAS.408..475H	B              	12.29 	11.21 	     ~
1005	   8632.63	   100	2007ApJS..172..663S	B              	13.26 	12.29 	     ~
1006	  25587.28	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1007	   3367.92	   100	2007ApJS..172..663S	B              	12.43 	11.48 	10.47 
1008	   3318.75	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1009	  29016.65	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1010	   4005.75	   100	2007ApJS..172..663S	B              	19.600	     ~	17.14 
1011	   1866.28	   100	2007ApJS..172..663S	B              	11.61 	10.81 	 9.87 
1012	   9637.29	   100	2007ApJS..172..663S	B              	11.98 	11.46 	     ~
1013	  24136.86	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1014	  22901.67	     0	2010MNRAS.408..475H	B              	     ~	13.126	     ~
1015	   4028.90	   100	2007ApJS..172..663S	B              	15.14 	13.89 	12.35 
1016	    499.07	   100	2007ApJS..172..663S	B              	15.1  	15.83 	13.37 
1017	  13247.95	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1018	   9165.85	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1019	   1013.36	   100	2007ApJS..172..663S	B              	     ~	     ~	15.51 
1020	  28398.00	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1021	   7479.47	   100	2007ApJS..172..663S	B              	     ~	     ~	15.55 
1022	  14308.68	   100	2010MNRAS.408..475H	B              	14.23 	11.39 	11.19 
1023	  26250.14	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1024	   2582.29	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1025	  11304.22	   100	2007ApJS..172..663S	B              	     ~	     ~	13.62 
1026	  10425.47	   100	2007ApJS..172..663S	B              	     ~	     ~	14.04 
1027	  12883.45	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1028	  13303.53	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1029	  17360.57	   100	2007ApJS..172..663S	B              	     ~	     ~	15.96 
1030	   4285.20	   100	2007ApJS..172..663S	B              	15.89 	14.48 	12.66 
1031	  19060.23	     0	2010MNRAS.408..475H	B              	12.59 	12.21 	     ~
1032	  18673.58	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1033	   1964.29	   100	2007ApJS..172..663S	B              	13.20 	18.3  	15.23 
1034	   9969.18	   100	2007ApJS..172..663S	B              	     ~	18.20 	15.20 
1035	  10252.14	   100	2007ApJS..172..663S	B              	10.39 	 9.85 	 9.0  
1036	   6903.95	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1037	   6180.64	   100	2007ApJS..172..663S	B              	18.90 	17.69 	14.84 
1038	  35799.44	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1039	  16105.07	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1040	   4456.94	   100	2010MNRAS.408..475H	B              	11.48 	10.62 	     ~
1041	   3587.58	   100	2010MNRAS.408..475H	B              	17.07 	15.72 	13.29 
1042	  23495.89	     0	2010MNRAS.408..475H	B              	11.70 	11.25 	     ~
1043	   7333.74	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1044	   1579.26	   100	2007ApJS..172..663S	B              	13.61 	12.65 	11.50 
1045	  10735.34	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1046	   8935.23	   100	2007ApJS..172..663S	B              	     ~	     ~	16.46 
1047	  30460.39	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1048	   5573.54	   100	2007ApJS..172..663S	B              	     ~	20.41 	16.77 
1049	  17547.50	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1050	   9681.78	   100	2010MNRAS.408..475H	B              	     ~	     ~	13.40 
1051	   4794.02	     0	2010MNRAS.408..475H	B              	12.40 	11.45 	     ~
1052	  18349.21	     0	2010MNRAS.408..475H	B              	12.04 	11.59 	     ~
1053	   6500.73	   100	2007ApJS..172..663S	B              	     ~	     ~	11.69 
1054	   2118.73	   100	2007ApJS..172..663S	B              	16.72 	15.20 	12.81 
1055	   2658.94	   100	2007ApJS..172..663S	B              	18.51 	     ~	13.95 
1056	   1932.95	   100	2010MNRAS.408..475H	B              	     ~	15.81 	13.50 
1057	  22485.40	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1058	  32670.68	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1059	  17300.16	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1060	   7173.19	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1061	   9050.32	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1062	   6105.79	   100	2007ApJS..172..663S	B              	     ~	19.30 	15.90 
1063	  17803.65	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1064	   7606.80	   100	2007ApJS..172..663S	B              	     ~	17.57 	14.49 
1065	  13539.70	   100	2010MNRAS.408..475H	B              	12.14 	11.44 	     ~
1066	   1685.93	   100	2007ApJS..172..663S	B              	     ~	17.70 	14.90 
1067	   4953.24	   100	2010MNRAS.408..475H	B              	18.45 	16.80 	     ~
1068	  14754.53	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1069	  10273.32	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1070	   9895.91	     0	2010MNRAS.408..475H	B              	14.7  	     ~	11.1  
1071	  27387.99	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1072	   2244.99	   100	2007ApJS..172..663S	B              	14.2  	17.23 	14.68 
1073	   2935.07	     0	2010MNRAS.408..475H	B              	14.15 	     ~	     ~
1074	   3062.41	     0	2010MNRAS.408..475H	B              	14.54 	     ~	     ~
1075	  17619.52	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1076	  23104.91	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1077	   4169.13	   100	2007ApJS..172..663S	B              	13.35 	12.75 	11.07 
1078	  20273.83	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1079	  24668.49	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1080	  30509.41	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1081	    657.28	   100	2007ApJS..172..663S	B              	 8.28 	 7.96 	 7.57 
1082	   9713.76	   100	2007ApJS..172..663S	B              	     ~	     ~	15.71 
1083	   9465.62	   100	2007ApJS..172..663S	B              	     ~	     ~	16.24 
1084	   9779.62	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1085	  30628.83	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1086	   9720.46	   100	2007ApJS..172..663S	B              	     ~	18.20 	14.90 
1087	   4382.97	   100	2007ApJS..172..663S	B              	     ~	     ~	13.51 
1088	   7768.20	     0	2010MNRAS.408..475H	B              	17.2  	     ~	     ~
1089	  28694.30	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1090	   6346.50	   100	2007ApJS..172..663S	B              	     ~	     ~	15.13 
1091	  12689.22	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1092	   5555.77	   100	2007ApJS..172..663S	B              	13.14 	12.18 	     ~
1093	   7686.25	   100	2007ApJS..172..663S	B              	14.2  	13.09 	11.35 
1094	   5437.83	   100	2007ApJS..172..663S	B              	     ~	16.04 	13.67 
1095	   3877.93	   100	2010MNRAS.408..475H	B              	     ~	14.67 	13.07 
1096	  17635.51	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1097	   6348.69	   100	2007ApJS..172..663S	B              	16.76 	15.27 	12.86 
1098	  13723.47	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1099	  12237.79	   100	2007ApJS..172..663S	B              	11.17 	10.37 	     ~
1100	   6240.42	   100	2007ApJS..172..663S	B              	     ~	     ~	11.16 
1101	  23903.28	     0	2010MNRAS.408..475H	B              	12.90 	11.86 	     ~
1102	  14064.56	     0	2010MNRAS.408..475H	B              	11.36 	10.72 	     ~
1103	  22375.43	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1104	  27693.50	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1105	  12527.44	   100	2007ApJS..172..663S	B              	13.49 	12.45 	     ~
1106	  12940.49	   100	2007ApJS..172..663S	B              	     ~	     ~	16.15 
1107	  19753.79	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1108	  13486.25	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1109	  24387.80	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1110	  11168.67	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1111	  22902.63	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1112	    394.57	   100	2007ApJS..172..663S	B              	15.60 	14.21 	12.39 
1113	   3498.19	   100	2007ApJS..172..663S	B              	18.4  	17.33 	14.51 
1114	  11530.10	   100	2007ApJS..172..663S	B              	     ~	     ~	15.90 
1115	  13480.20	     0	2010MNRAS.408..475H	B              	11.83 	11.21 	     ~
1116	   7693.86	   100	2007ApJS..172..663S	B              	     ~	     ~	18.24 
1117	  22798.77	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1118	   3559.36	   100	2007ApJS..172..663S	B              	 8.32 	 8.13 	 7.91 
1119	   5864.91	   100	2007ApJS..172..663S	B              	     ~	18.20 	15.10 
1120	  33660.51	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1121	   1789.70	   100	2007ApJS..172..663S	B              	     ~	     ~	     ~
1122	  16682.14	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1123	   7634.64	   100	2007ApJS..172..663S	B              	     ~	16.70 	14.40 
1124	   4228.48	   100	2007ApJS..172..663S	B              	     ~	15.17 	12.87 
1125	   9033.25	   100	2010MNRAS.408..475H	B              	12.06 	11.29 	     ~
1126	  23042.77	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1127	  22849.00	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1128	   6538.94	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1129	   4296.28	   100	2007ApJS..172..663S	B              	13.58 	12.50 	11.40 
1130	   7145.34	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1131	   9104.79	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1132	   3457.12	   100	2007ApJS..172..663S	B              	     ~	17.48 	15.23 
1133	  10613.58	   100	2007ApJS..172..663S	B              	     ~	     ~	15.75 
1134	  19974.15	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1135	  11471.59	   100	2007ApJS..172..663S	B              	     ~	     ~	16.79 
1136	  11090.83	   100	2007ApJS..172..663S	B              	     ~	     ~	15.55 
1137	  20262.81	     0	2010MNRAS.408..475H	B              	13.66 	12.16 	     ~
1138	  20392.32	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1139	  14157.87	     0	2010MNRAS.408..475H	B              	12.30 	11.34 	     ~
1140	  24253.18	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1141	   3575.14	   100	2010MNRAS.408..475H	B              	17.72 	16.15 	13.59 
1142	  18878.41	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1143	  15166.86	   100	2007ApJS..172..663S	B              	     ~	     ~	14.10 
1144	   2716.79	   100	2007ApJS..172..663S	B              	     ~	20.17 	16.57 
1145	  16883.38	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1146	  34326.16	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1147	   3872.33	   100	2007ApJS..172..663S	B              	     ~	     ~	16.19 
1148	  30488.47	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1149	    884.87	   100	2007ApJS..172..663S	B              	     ~	     ~	16.50 
1150	  23047.33	     0	2010MNRAS.408..475H	B              	11.21 	10.36 	     ~
1151	  19618.20	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1152	  32298.37	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1153	  27889.76	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1154	   6276.68	   100	2007ApJS..172..663S	B              	     ~	     ~	15.79 
1155	   5706.78	   100	2007ApJS..172..663S	B              	     ~	15.17 	13.09 
1156	  18602.83	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1157	  12375.92	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1158	   1241.00	   100	2007ApJS..172..663S	B              	 8.73 	 8.41 	 7.83 
1159	   7276.10	   100	2007ApJS..172..663S	B              	14.8  	13.79 	11.69 
1160	   3086.75	   100	2007ApJS..172..663S	B              	10.9  	10.5  	 9.61 
1161	   1164.00	   100	2007ApJS..172..663S	B              	 7.04 	 7.02 	 7.01 
1162	   2002.40	   100	2007ApJS..172..663S	B              	     ~	     ~	15.49 
1163	   3005.44	   100	2007ApJS..172..663S	B              	 5.585	 5.651	 5.68 
1164	  16087.74	   100	2007ApJS..172..663S	B              	     ~	     ~	15.05 
1165	  19288.78	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
1166	   9904.96	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
